"시설년도","위치코드","시설구분1","시설구분2","쉼터명칭","도로명주소","지번주소","시설면적","이용가능인원","비고","경도","위도","X좌표(EPSG:5186)","Y좌표(EPSG:5186)"
"2026","1150061500","특정계층이용시설","회원이용시설","원당어르신사랑방","서울특별시 강서구  강서로52길  72   (내발산동)","서울특별시 강서구 내발산동 650","96.00","19","","126.8420979","37.5574128","186048.12950895","550887.94984714"
"2026","1150061500","특정계층이용시설","회원이용시설","봉바위어르신사랑방","서울특별시 강서구 강서로34길 34","서울특별시 강서구 화곡동 1061-36","90.00","18","","126.8413710","37.5432020","185981.24089993","549310.82836906"
"2026","1150061500","공공시설","공공청사","우장산동주민센터","서울특별시 강서구 우현로 34","서울특별시 강서구 화곡동 1159-4","699.00","140","","126.8417910","37.5482340","186019.29799273","549869.25748867"
"2026","1150062000","특정계층이용시설","회원이용시설","공항어르신사랑방","서울특별시 강서구 공항대로2가길 5-3","서울특별시 강서구 공항동 51-50","97.00","20","","126.8090426","37.5603833","183128.10561236","551223.06060752"
"2026","1150062000","특정계층이용시설","회원이용시설","공항동부어르신사랑방","서울특별시 강서구  공항대로8길  33-9  (공항동)","서울특별시 강서구 공항동 41-68","147.00","29","","126.8128315","37.5595668","183462.69081208","551131.76524992"
"2026","1150062000","특정계층이용시설","회원이용시설","다솔어르신사랑방","서울특별시 강서구  방화대로6길  24-3  (공항동)","서울특별시 강서구 공항동 1361-1","349.00","70","","126.8181688","37.5548175","183933.24972403","550603.72302341"
"2026","1150062000","특정계층이용시설","회원이용시설","산우물어르신사랑방","서울특별시 강서구  방화대로21가길  18   (공항동)","서울특별시 강서구 공항동 2-91","167.00","33","","126.8146671","37.5637265","183625.78614165","551593.12210208"
"2026","1150062000","특정계층이용시설","회원이용시설","장미어르신사랑방","서울특별시 강서구  방화대로7다길  35-18  (공항동)","서울특별시 강서구 공항동 668","110.00","22","","126.8137981","37.5568565","183547.49911331","550830.78406935"
"2026","1150053500","특정계층이용시설","회원이용시설","동성(아)경로당","서울특별시 강서구 강서로68길 108 (등촌동성아파트 101동)","서울특별시 강서구 등촌동 691-1","138.00","34","","126.8458660","37.5639410","186382.25867770","551611.95093399"
"2026","1150053500","특정계층이용시설","회원이용시설","등촌3주공(아)경로당","서울특별시 강서구 강서로56나길 41 (등촌3단지주공아파트 상가동)","서울특별시 강서구 등촌동 688-2","138.00","34","","126.8416540","37.5612500","186009.62496827","551313.89999714"
"2026","1150053500","특정계층이용시설","회원이용시설","부영(아)경로당","서울특별시 강서구 강서로56나길 110 (부영아파트 상가동)","서울특별시 강서구 등촌동 691-3","114.02","33","","126.8436190","37.5630270","186183.56727050","551510.83554978"
"2026","1150053500","특정계층이용시설","회원이용시설","등촌11단지(아)어르신사랑방","서울특별시 강서구 공항대로43길 39 (등촌동, 등촌주공아파트11단지)","서울특별시 강서구 등촌동 705-6","109.00","33","","126.8490780","37.5592060","186665.19521612","551085.96078663"
"2026","1150053500","공공시설","복지?문화?체육시설","시립강서어르신종합복지관","서울특별시 강서구 화곡로61길 85","서울특별시 강서구 등촌동 661-4","2,765.00","553","","126.8475000","37.5581000","186525.57082280","550963.43283334"
"2026","1150053500","특정계층이용시설","회원이용시설","등촌4단지(아)경로당","서울특별시 강서구 공항대로39길 59 (등촌4단지주공영구임대아파트 등촌4동사회복지관)","서울특별시 강서구 등촌동 690","184.00","37","","126.8437810","37.5608810","186197.48426435","551272.63083120"
"2026","1150053500","특정계층이용시설","회원이용시설","등촌7복지관어르신사랑방","서울특별시 강서구  공항대로43길  104   (등촌동, 등촌8단지주공아파트)","서울특별시 강서구 등촌동 707","74.00","15","","126.8507000","37.5602000","186808.68333569","551196.05423664"
"2026","1150053500","특정계층이용시설","회원이용시설","등촌9종합사회복지관푸른경로당","서울특별시 강서구 화곡로63가길 92 (등촌9단지주공아파트)","서울특별시 강서구 등촌동 704","138.00","28","","126.8497760","37.5619530","186727.35476811","551390.74678613"
"2026","1150053500","특정계층이용시설","회원이용시설","등촌주공1단지어르신사랑방","서울특별시 강서구 강서로68길 36 (등촌주공1,2단지아파트 104동)","서울특별시 강서구 등촌동 687","209.00","42","","126.8418220","37.5642060","186025.02048428","551641.95650146"
"2026","1150053500","공공시설","공공청사","등촌3동주민센터","서울특별시 강서구  화곡로63길  96   (등촌동)","서울특별시 강서구 등촌동 705-4","158.00","32","","126.8479216","37.5588692","186562.96024939","551048.74463317"
"2026","1150053500","공공시설","복지?문화?체육시설","등촌1종합사회복지관","서울특별시 강서구 강서로68길 36","서울특별시 강서구 등촌동 687","152.00","75","","126.8424000","37.5640000","186076.04830618","551619.00710916"
"2026","1150053500","공공시설","복지?문화?체육시설","등촌7종합사회복지관","서울특별시 강서구 공항대로43길 104","서울특별시 강서구 등촌동 707","2,007.00","94","","126.8507000","37.5602000","186808.68333569","551196.05423664"
"2026","1150053500","공공시설","복지?문화?체육시설","등촌4종합사회복지관","서울특별시 강서구 공항대로39길 59","서울특별시 강서구 등촌동 690","210.00","94","","126.8438000","37.5608000","186199.14804376","551263.63798966"
"2026","1150053500","특정계층이용시설","회원이용시설","등촌6단지(아)어르신사랑방","서울특별시 강서구 화곡로63가길 18","서울특별시 강서구 등촌동 705","63.47","19","","126.8481806","37.5599827","186586.04408949","551172.29306312"
"2026","1150053500","공공시설","복지?문화?체육시설","등촌9종합사회복지관","서울특별시 강서구 화곡로63가길 92","서울특별시 강서구 등촌동 704","210.00","94","","126.8498027","37.5618341","186729.69268851","551377.54650682"
"2026","1150054000","특정계층이용시설","특수근로자 쉼터","강서구플랫폼노동자쉼터2호점","","서울특별시 강서구 화곡동 900-46","12.00","20","","126.8451610","37.5294430","186313.66612681","547783.18854624"
"2026","1150054000","특정계층이용시설","회원이용시설","까치산경로당","서울특별시 강서구 강서로17나길 99 (까치산경로당)","서울특별시 강서구 화곡동 359-126","206.34","30","","126.8414080","37.5367720","185983.30714200","548597.17065195"
"2026","1150054000","특정계층이용시설","회원이용시설","해태(아)어르신사랑방","서울특별시 강서구 강서로7길 28 (해태드림타운)","서울특별시 강서구 화곡동 900-1","23.15","7","","126.8461500","37.5299350","186401.17394562","547837.65104140"
"2026","1150054000","특정계층이용시설","회원이용시설","화곡대림(아)경로당","서울특별시 강서구 월정로 160 (화곡대림아파트)","서울특별시 강서구 화곡동 361-1","101.00","11","","126.8376560","37.5337700","185651.12213178","548264.55107894"
"2026","1150061500","특정계층이용시설","회원이용시설","곰달래어르신사랑방","서울특별시 강서구  월정로20길  38   (화곡동)","서울특별시 강서구 화곡동 922-10","91.00","18","","126.8407227","37.5296330","185921.39695434","547804.93129943"
"2026","1150054000","특정계층이용시설","회원이용시설","공원어르신사랑방","서울특별시 강서구  가로공원로77길  30   (화곡동)","서울특별시 강서구 화곡동 379-32","243.00","49","","126.8385209","37.5380244","185728.37771519","548736.60608447"
"2026","1150054000","특정계층이용시설","회원이용시설","구립예촌어르신사랑방","서울특별시 강서구  곰달래로  83-1  (화곡동)","서울특별시 강서구 화곡동 425-9","376.00","75","","126.8421650","37.5304029","186049.02607793","547890.16582575"
"2026","1150054000","공공시설","공공청사","화곡1동주민센터","서울특별시 강서구  곰달래로  79   (화곡동)","서울특별시 강서구 화곡동 425-4","249.00","50","","126.8415696","37.5304289","185996.40373077","547893.13998906"
"2026","1150055000","특정계층이용시설","회원이용시설","골안말어르신사랑방","서울특별시 강서구  곰달래로45길  17   (화곡동)","서울특별시 강서구 화곡동 865-1","138.00","28","","126.8560480","37.5333119","187276.63389326","548211.06042024"
"2026","1150061500","공공시설","공공청사","화곡2동주민센터","서울특별시 강서구  곰달래로37길  13   (화곡동)","서울특별시 강서구 화곡동 860-4","1,333.00","267","","126.8545480","37.5318516","187143.80390345","548049.18900619"
"2026","1150056000","공공시설","복지?문화?체육시설","푸른들청소년도서관","서울특별시 강서구 강서로45다길 71 (화곡3동청소년도서,화곡3동치안센터화곡3치안센터)","서울특별시 강서구 화곡동 1019","","","정기휴관일: 매주 금요일, 법적공휴일 ","126.8351960","37.5446710","185435.81373285","549474.80829600"
"2026","1150056000","특정계층이용시설","회원이용시설","화곡푸르지오(아)어르신사랑방","서울특별시 강서구 화곡로13길 107 (화곡푸르지오 128동)","서울특별시 강서구 화곡동 1091","325.00","98","","126.8312720","37.5421190","185088.53044516","549192.18203888"
"2026","1150056000","특정계층이용시설","회원이용시설","희훈리치파크(아)경로당","서울특별시 강서구 강서로45다길 30-17 (희훈리치파크아파트 관리사무소)","서울특별시 강서구 화곡동 1011-6","198.00","36","","126.8343000","37.5464060","185356.97104203","549667.51167083"
"2026","1150056000","특정계층이용시설","회원이용시설","화곡초록(아)경로당","서울특별시 강서구 강서로45다길 30-27 (초록아파트 101동)","서울특별시 강서구 화곡동 1139","73.00","29","","126.8340910","37.5455910","185338.34192875","549577.08900233"
"2026","1150056000","특정계층이용시설","회원이용시설","푸른어르신사랑방","서울특별시 강서구  강서로45다길  74   (화곡동)","서울특별시 강서구 화곡동 1016-34","90.00","18","","126.8347482","37.5446583","185396.23789982","549473.46820716"
"2026","1150061500","공공시설","공공청사","화곡3동주민센터","서울특별시 강서구  강서로33가길  17   (화곡동)","서울특별시 강서구 화곡동 1050-3","315.00","63","","126.8384421","37.5425588","185722.27798127","549239.88162825"
"2026","1150057000","공공시설","복지?문화?체육시설","강서영어도서관","서울특별시 강서구 곰달래로57가길 26 (시립청소년수련관및 화곡4동주민자치센터)","서울특별시 강서구 화곡동 809-3","","","정기휴관일: 매주 월요일, 법적공휴일 ","126.8607910","37.5345620","187696.05509636","548349.17512479"
"2026","1147064000","특정계층이용시설","회원이용시설","다락골(구립)경로당","서울특별시 양천구 중앙로25길 33 (구립다락골경로당)","서울특별시 양천구 신정동 521","164.28","50","","126.8504000","37.5134020","186773.91427107","546002.08798531"
"2026","1147000000","특정계층이용시설","회원이용시설","양동(구립)경로당","서울특별시 양천구 신정중앙로2길 10-13","서울특별시 양천구 신정동 937-4","255.00","78","","126.8508000","37.5269000","186811.65410506","547500.14130331"
"2026","1147065000","특정계층이용시설","회원이용시설","은행정(로마아파트)경로당(사립)","서울특별시 양천구 오목로38길 16 (로마아파트)","서울특별시 양천구 신정동 962-18","62.70","39","","126.8565460","37.5238230","187319.04398947","547157.84230435"
"2026","1147065000","공공시설","복지?문화?체육시설","개울건강도서관","서울특별시 양천구 중앙로52길 56","서울특별시 양천구 신정동 915-2","416.19","70","일요일 휴무","126.8566372","37.5259914","187327.47262733","547398.49551808"
"2026","1147065000","공공시설","공공청사","신정4동주민센터","서울특별시 양천구 오목로34길 5","서울특별시 양천구 신정동 949-5","325.00","40","","126.8558000","37.5245000","187253.21470088","547233.08172599"
"2026","1147065000","특정계층이용시설","회원이용시설","양목(신정4동구립)경로당","서울특별시 양천구 목동로19길 24 (구립 양목경로당)","서울특별시 양천구 신정동 990-1","90.27","60","경로당 임시시설","126.8619280","37.5249270","187794.97872002","547279.66067064"
"2026","1147065000","특정계층이용시설","회원이용시설","양정(신정4동구립)경로당","서울특별시 양천구 은행정로7길 42","서울특별시 양천구 신정동 975-30","99.78","60","","126.8548000","37.5220000","187164.38979432","546955.74878582"
"2026","1147065000","특정계층이용시설","회원이용시설","청솔(구립)경로당","서울특별시 양천구 은행정로19가길 8 (코끼리연립 가동)","서울특별시 양천구 신정동 880-1","99.78","40","가동 106호","126.8575420","37.5284290","187407.86204295","547668.91747246"
"2026","1147065000","특정계층이용시설","회원이용시설","서부(구립)경로당","서울특별시 양천구 신정중앙로17길 15","서울특별시 양천구 신정동 882-11","215.20","60","","126.8599000","37.5283000","187616.26900360","547654.28699545"
"2026","1147065000","공공시설","복지?문화?체육시설","신정종합사회복지관","서울특별시 양천구 신정중앙로 36 (신정동)","서울특별시 양천구 신정동 919-6","324.00","81","","126.8556000","37.5273000","187236.01244593","547543.87417280"
"2026","1147067000","공공시설","공공청사","양천구청사무더위쉼터","서울특별시 양천구 목동동로 105 (양천구청)","서울특별시 양천구 신정동 321-4","96.00","30","","126.8664770","37.5170480","188195.85142857","546404.60956049"
"2026","1147067000","특정계층이용시설","회원이용시설","목동14단지아파트경로당(사립)","서울특별시 양천구 목동동로 130 (목동신시가지아파트14단지)","서울특별시 양천구 신정동 329","264.00","47","","126.8712740","37.5149760","188619.61747952","546174.05259160"
"2026","1147067000","특정계층이용시설","회원이용시설","목동13단지아파트경로당(사립)","서울특별시 양천구 목동동로 100 (목동신시가지아파트13단지 관리동)","서울특별시 양천구 신정동 327","184.80","40","","126.8662450","37.5142060","188174.89295334","546089.21247475"
"2026","1147067000","특정계층이용시설","회원이용시설","목동8단지아파트경로당(사립)","서울특별시 양천구 목동서로 280 (목동신시가지아파트8단지 관리동)","서울특별시 양천구 신정동 314","198.00","27","","126.8682330","37.5222790","188351.90448501","546984.96621695"
"2026","1147067000","공공시설","복지?문화?체육시설","양천생활안전체험교육관","서울특별시 양천구 목동서로 363 (양천생활안전체험교육관)","서울특별시 양천구 신정동 322-15","70.81","21","","126.8637260","37.5167560","187952.60122915","546372.54994351"
"2026","1147067000","공공시설","복지?문화?체육시설","양천구민체육센터","서울특별시 양천구 목동동로 87 (신정동)","서울특별시 양천구 신정동 322-10","1,076.00","100","","126.8647514","37.5164171","188043.19840975","546334.80549363"
"2026","1147067000","공공시설","복지?문화?체육시설","영어특성화도서관","서울특별시 양천구 목동동로 81","서울특별시 양천구 신정동 322-11","715.00","30","일요일 휴무 / 7층","126.8637698","37.5159894","187956.35020303","546287.46137421"
"2026","1147067000","공공시설","공공청사","신정6동주민센터","서울특별시 양천구 신정동 목동서로  353 ,  신정6동주민센터 (신정동)","서울특별시 양천구 신정동 322-9","677.00","50","","126.8644000","37.5170000","188012.22573358","546399.54478463"
"2026","1147067000","공공시설","복지?문화?체육시설","양천해누리복지관(구양천장애인종합복지관)","서울특별시 양천구 목동동로 159","서울특별시 양천구 신정동 319-13","540.00","20","","126.8700000","37.5199000","188507.74104060","546720.70960646"
"2026","1147000000","특정계층이용시설","회원이용시설","갈산(구립)경로당","서울특별시 양천구 목동남로 98 (양천구보육타운)","서울특별시 양천구 신정동 330-13","109.14","24","","126.8689660","37.5109720","188414.95330617","545729.94088549"
"2026","1147068000","특정계층이용시설","회원이용시설","목동3차우성아파트경로당(사립)","서울특별시 양천구 목동남로4길 20 (우성3차아파트 관리실)","서울특별시 양천구 신정동 338","58.76","36","","126.8656360","37.5086790","188120.17606340","545475.86220517"
"2026","1147068000","특정계층이용시설","회원이용시설","목동2차우성2단지아파트우정경로당(사립)","서울특별시 양천구 목동남로4길 6-23 (목동2차우성아파트 노인정)","서울특별시 양천구 신정동 337","61.10","30","","126.8650650","37.5069890","188069.42198320","545288.36596805"
"2026","1147068000","특정계층이용시설","회원이용시설","목동2차우성2단지아파트팔각정경로당(사립)","서울특별시 양천구 목동남로4길 6-23 (목동2차우성아파트 관리실, 노인정)","서울특별시 양천구 신정동 337","100.32","12","","126.8680420","37.5087740","188332.91799120","545486.10496577"
"2026","1147068000","특정계층이용시설","회원이용시설","목동2차삼성래미안2단지경로당(사립)","서울특별시 양천구 목동남로4길 81 (목동2차삼성래미안아파트 관리실, 노인정)","서울특별시 양천구 신정동 1295","73.00","25","","126.8675520","37.5104440","188289.85545249","545671.51461491"
"2026","1147068000","특정계층이용시설","회원이용시설","목동2차삼성래미안1단지경로당(사립)","서울특별시 양천구 목동남로4길 81 (목동2차삼성래미안아파트 관리실, 노인정)","서울특별시 양천구 신정동 1295","31.69","26","","126.8674470","37.5097980","188280.47106786","545599.82988822"
"2026","1147068000","특정계층이용시설","회원이용시설","양천아파트경로당(사립)","서울특별시 양천구 목동로3길 57 (양천아파트)","서울특별시 양천구 신정동 276","259.00","70","","126.8626870","37.5096920","187859.60348465","545588.66872118"
"2026","1147068000","특정계층이용시설","회원이용시설","목동12단지아파트경로당(사립)","서울특별시 양천구 목동동로 50 (목동신시가지아파트12단지 관리동)","서울특별시 양천구 신정동 326","201.00","30","","126.8617310","37.5131180","187775.63838139","545969.03510584"
"2026","1147068000","특정계층이용시설","회원이용시설","목동11단지아파트경로당(사립)","서울특별시 양천구 목동동로 10 (목동신시가지아파트11단지 관리동)","서울특별시 양천구 신정동 325","170.00","36","","126.8589740","37.5107910","187531.50480706","545711.12930799"
"2026","1147068000","공공시설","복지?문화?체육시설","갈산도서관","서울특별시 양천구 목동남로4길 48-6","서울특별시 양천구 신정동 337-9","2,678.00","28","월요일 휴무","126.8673851","37.5088978","188274.85743799","545499.92684059"
"2026","1147068000","특정계층이용시설","회원이용시설","양천어르신종합복지관","서울특별시 양천구 목동로3길 106","서울특별시 양천구 신정동 325-3","70.00","18","","126.8586000","37.5104000","187498.37321216","545667.78288826"
"2026","1147068000","공공시설","공공청사","신정7동주민센터","서울특별시 양천구 신정동 목동동로  37 ,  신정7동주민센터 (신정동)","서울특별시 양천구 신정동 324-5","257.00","30","","126.8597000","37.5144000","187596.28975658","546111.58673927"
"2026","1147068000","특정계층이용시설","회원이용시설","오금(구립)경로당","서울특별시 양천구 목동남로2길 50-5","서울특별시 양천구 신정동 190-2","178.35","59","","126.8637710","37.5063390","187954.90560502","545216.38910125"
"2026","1147068000","특정계층이용시설","회원이용시설","목동2차우성(아)1단지경로","서울특별시 양천구 목동남로4길 6-46 (목동2차우성아파트 사회복지관)","서울특별시 양천구 신정동 337-2","144.00","59","","126.8657380","37.5058310","188128.74343505","545159.75763629"
"2026","1150051000","공공시설","복지?문화?체육시설","꿈꾸는어린이도서관","서울특별시 강서구 공항대로 615 (강서평생학습관및 꿈꾸는어린이도서관)","서울특별시 강서구 염창동 281-25","","","정기휴관일: 매주 월요일, 법정공휴일 임시휴관일: 기타 관장이 필요에 의해 정하는 날 ","126.8733390","37.5473610","188807.02021407","549768.14130702"
"2026","1150051000","특정계층이용시설","회원이용시설","쌍용예가(아)어르신사랑방","서울특별시 강서구 양천로 613 (강서쌍용예가아파트 101동)","서울특별시 강서구 염창동 308","108.00","33","","126.8662370","37.5551970","188180.65662513","550638.71312827"
"2026","1150051000","특정계층이용시설","회원이용시설","관음삼성(아)경로당","서울특별시 강서구 양천로 656 (삼성관음아파트)","서울특별시 강서구 염창동 268","125.55","23","","126.8691240","37.5525280","188435.34060414","550342.12673232"
"2026","1150051000","특정계층이용시설","회원이용시설","강변한솔솔파크(아)어르신사랑방","서울특별시 강서구 양천로63길 38 (강변한솔솔파크 관리사무소 및 경로당)","서울특별시 강서구 염창동 300","107.00","32","","126.8665270","37.5565500","188206.49436223","550788.84369479"
"2026","1150051000","특정계층이용시설","회원이용시설","신동아(아)어르신사랑방","서울특별시 강서구 양천로67길 32 (신동아아파트 관리실)","서울특별시 강서구 염창동 289","105.65","32","","126.8694480","37.5549870","188464.34941666","550615.00672090"
"2026","1150051000","특정계층이용시설","회원이용시설","염창현대1차(아)어르신사랑방","서울특별시 강서구 양천로75길 57 (현대1차아파트 경로당)","서울특별시 강서구 염창동 288","132.00","40","","126.8753060","37.5528470","188981.65085799","550376.78938580"
"2026","1150051000","특정계층이용시설","회원이용시설","e편한세상염창어르신사랑방","서울특별시 강서구 공항대로 583 (e편한세상 101동)","서울특별시 강서구 염창동 309","158.00","22","","126.8707430","37.5486290","188577.80616125","549909.18633674"
"2026","1150051000","특정계층이용시설","회원이용시설","강변코아루(아)경로당","서울특별시 강서구 양천로71길 54 (강변코아루 상가동)","서울특별시 강서구 염창동 303","59.84","25","","126.8735060","37.5532430","188822.65634174","550420.95317610"
"2026","1150051000","특정계층이용시설","회원이용시설","강변힐스테이트(아)경로당","서울특별시 강서구 양천로75길 19 (강변힐스테이트아파트 관리사무소 및 경로당)","서울특별시 강서구 염창동 299","53.00","18","","126.8742250","37.5511890","188885.88409746","550192.89839171"
"2026","1150051000","특정계층이용시설","회원이용시설","무학(아)경로당","서울특별시 강서구 양천로77길 45 (무학아파트)","서울특별시 강서구 염창동 255","41.00","29","","126.8765770","37.5512060","189093.72128902","550194.50972602"
"2026","1150051000","특정계층이용시설","회원이용시설","벽산늘푸른경로당","서울특별시 강서구 양천로63길 52 (벽산늘푸른아파트 관리사무소)","서울특별시 강서구 염창동 290","56.00","34","","126.8658890","37.5577790","188150.31607944","550925.32842228"
"2026","1150051000","특정계층이용시설","회원이용시설","보람더하임(아)경로당","서울특별시 강서구 양천로 666 (보람더하임 103동)","서울특별시 강서구 염창동 305","43.00","23","","126.8701450","37.5514700","188525.39755898","550224.57621887"
"2026","1150051000","특정계층이용시설","회원이용시설","삼정그린코아(아)경로당","서울특별시 강서구 공항대로75길 30 (삼정그린코아 관리사무소)","서울특별시 강서구 염창동 282-28","42.00","22","","126.8744030","37.5475970","188901.08048135","549794.20833532"
"2026","1150051000","특정계층이용시설","회원이용시설","염창우성1차(아)경로당","서울특별시 강서구 양천로67길 77 (우성1차아파트)","서울특별시 강서구 염창동 66-9","59.00","22","","126.8703160","37.5555500","188541.13264207","550677.38688480"
"2026","1150051000","특정계층이용시설","회원이용시설","염창한강동아(아)경로당","서울특별시 강서구 양천로73길 80 (한강동아아파트 생활편익시설)","서울특별시 강서구 염창동 293","54.90","27","","126.8738840","37.5539190","188856.15809109","550495.93626471"
"2026","1150051000","특정계층이용시설","회원이용시설","태영송화(아)경로당","서울특별시 강서구 공항대로61길 60 (태영송화아파트 상가동)","서울특별시 강서구 염창동 270-1","70.00","20","","126.8674420","37.5535230","188286.86887827","550452.76815442"
"2026","1150051000","특정계층이용시설","회원이용시설","한화꿈에그린(아)경로당","서울특별시 강서구 공항대로75길 17 (염창한화꿈에그린아파트 관리사무소 및 경로당)","서울특별시 강서구 염창동 281-22","87.00","21","","126.8732900","37.5480730","188802.79660596","549847.17060217"
"2026","1150051000","특정계층이용시설","회원이용시설","길훈(아)경로당","서울특별시 강서구 양천로65길 45 (염창길훈아파트 관리사무소)","서울특별시 강서구 염창동 294","64.08","21","","126.8679550","37.5558310","188332.55859582","550708.86499201"
"2026","1150051000","특정계층이용시설","회원이용시설","금호타운(아)경로당","서울특별시 강서구 양천로 595 (염창금호타운아파트 관리사무소)","서울특별시 강서구 염창동 240-32","71.97","24","","126.8649960","37.5563600","188071.18678481","550767.94913083"
"2026","1150051000","특정계층이용시설","회원이용시설","염창강변어르신사랑방","서울특별시 강서구 양천로77길 58-25 (염창동)","서울특별시 강서구 염창동 114-2","116.00","23","","126.8759032","37.5515226","189034.22728413","550229.72693269"
"2026","1150051000","특정계층이용시설","회원이용시설","염창어르신사랑방","서울특별시 강서구 양천로73길 36","서울특별시 강서구 염창동 183","77.00","15","","126.8736845","37.5517607","188838.20801826","550256.41431244"
"2026","1150051000","특정계층이용시설","회원이용시설","증미어르신사랑방","서울특별시 강서구  양천로  603-7  (염창동)","서울특별시 강서구 염창동 241-15","97.00","19","","126.8657014","37.5557013","188133.41077449","550694.75193729"
"2026","1150051000","공공시설","공공청사","염창동주민센터","서울특별시 강서구  양천로67가길  63   (염창동)","서울특별시 강서구 염창동 53-1","1,500.00","300","","126.8709109","37.5537464","188593.42308173","550477.13632254"
"2026","1150051000","특정계층이용시설","회원이용시설","가양어르신사랑방","서울특별시 강서구  양천로47나길  48-6  (가양동)","서울특별시 강서구 가양동 236-4","134.00","27","","126.8400207","37.5723268","185867.41045859","552543.54076360"
"2026","1150051000","특정계층이용시설","회원이용시설","가양9-1단지(아)어르신사랑방","서울특별시 강서구 허준로 224","서울특별시 강서구 가양동 1489","79.00","24","","126.8616388","37.5600819","187775.15600503","551181.46752111"
"2026","1150052000","특정계층이용시설","회원이용시설","태영(아)어르신사랑방","서울특별시 강서구 양천로 590 (등촌태영아파트 관리사무소)","서울특별시 강서구 등촌동 632-2","33.60","10","","126.8639440","37.5557910","187978.14170407","550704.93088384"
"2026","1150052000","특정계층이용시설","회원이용시설","코오롱3차(아)어르신사랑방","서울특별시 강서구 공항대로55길 19 (코오롱하늘채 관리사무소)","서울특별시 강서구 등촌동 714","61.30","19","","126.8607440","37.5543280","187695.15018496","550542.96927826"
"2026","1150052000","특정계층이용시설","회원이용시설","보람2차(아)어르신사랑방","서울특별시 강서구 화곡로 390 (등촌2차보람아파트)","서울특별시 강서구 등촌동 640-12","50.00","15","","126.8539900","37.5577000","187098.93855210","550918.12697522"
"2026","1150052000","특정계층이용시설","회원이용시설","라인(아)어르신사랑방","서울특별시 강서구 화곡로68길 33 (라인아파트 관리사무소)","서울특별시 강서구 등촌동 628-21","83.46","25","","126.8567590","37.5596520","187343.93044144","551134.39955594"
"2026","1150052000","특정계층이용시설","회원이용시설","대동황토방2차(아)어르신사랑방","서울특별시 강서구 공항대로55길 50 (대동황토방2차아파트 203동)","서울특별시 강서구 등촌동 713","63.74","19","","126.8624750","37.5551110","187848.23092011","550629.64782147"
"2026","1150052000","특정계층이용시설","회원이용시설","대동황토방(아)어르신사랑방","서울특별시 강서구 공항대로59길 103 (대동황토방아파트 관리사무소)","서울특별시 강서구 등촌동 631-16","59.04","18","","126.8629910","37.5561660","187893.99559635","550746.67375816"
"2026","1150052000","특정계층이용시설","회원이용시설","신원(아)경로당","서울특별시 강서구 화곡로66길 50 (등촌동신원아파트)","서울특별시 강서구 등촌동 641","38.60","26","","126.8563630","37.5570430","187308.49930671","550844.88466878"
"2026","1150052000","특정계층이용시설","회원이용시설","등서어르신사랑방","서울특별시 강서구 화곡로68길 8","서울특별시 강서구 등촌동 639-2","84.00","17","","126.8545680","37.5591890","187150.26484961","551083.30927571"
"2026","1150053500","특정계층이용시설","회원이용시설","등촌어르신사랑방","서울특별시 강서구  화곡로66길  186-12  (등촌동)","서울특별시 강서구 등촌동 645-28","142.00","28","","126.8624119","37.5537735","187842.43809671","550481.20933583"
"2026","1147061100","공공시설","공공청사","신월7동주민센터","서울특별시 양천구 지양로14길 17 (신월7동주민센터)","서울특별시 양천구 신월동 915-4","186.00","60","","126.8329090","37.5242370","185229.67558914","547207.24012937"
"2026","1147061100","특정계층이용시설","회원이용시설","늘푸른(신월7동구립)경로당","서울특별시 양천구 지양로10길 5","서울특별시 양천구 신월동 922-1","94.68","44","","126.8333360","37.5231060","185267.19868627","547081.64618611"
"2026","1147061100","특정계층이용시설","회원이용시설","신월약수(구립)경로당","서울특별시 양천구 지양로11길 16-16 (구립신월약수노인정)","서울특별시 양천구 신월동 936","80.00","31","","126.8309800","37.5221950","185058.75064945","546980.90809051"
"2026","1147061100","특정계층이용시설","회원이용시설","금실(구립)경로당","서울특별시 양천구 지양로 21 (구립금실경로당)","서울특별시 양천구 신월동 985","29.00","27","","126.8373190","37.5181370","185618.33536051","546529.53273818"
"2026","1147061100","특정계층이용시설","회원이용시설","한울(구립)경로당","서울특별시 양천구 지양로7길 27-5","서울특별시 양천구 신월동 956","49.14","39","","126.8325700","37.5199140","185198.85506372","546727.49412151"
"2026","1147061100","특정계층이용시설","회원이용시설","지양(구립)경로당","서울특별시 양천구 지양로17길 15 (지양경로당)","서울특별시 양천구 신월동 331-104","146.30","25","","126.8281940","37.5226520","184812.56264951","547032.07556574"
"2026","1147062000","특정계층이용시설","회원이용시설","목동힐스테이트아파트경로당(사립)","서울특별시 양천구 중앙로36길 15 (목동힐스테이트)","서울특별시 양천구 신정동 1323","162.57","55","","126.8546800","37.5200920","187153.45472299","546744.00096589"
"2026","1147062000","특정계층이용시설","회원이용시설","목동10단지아파트경로당(사립)","서울특별시 양천구 목동서로 400 (목동신시가지아파트10단지 관리동)","서울특별시 양천구 신정동 311","218.00","31","","126.8578270","37.5175080","187431.22183931","546456.78422935"
"2026","1147062000","특정계층이용시설","회원이용시설","목동9단지아파트경로당(사립)","서울특별시 양천구 목동서로 340 (목동신시가지아파트9단지 관리동)","서울특별시 양천구 신정동 312","212.00","25","","126.8635770","37.5192300","187939.82693894","546647.15200408"
